종목명,종목코드,시가총액_억원,시장구분
삼표시멘트,038500,3367,코스닥
KODEX 은행,091170,3355,ETF
GST,083450,3340,코스닥
하림,136480,3324,코스닥
KISCO홀딩스,001940,3324,유가증권
노바렉스,194700,3318,코스닥
메디포스트,078160,3316,코스닥
기가비스,420770,3289,코스닥
아이패밀리에스씨,114840,3286,코스닥
TIGER 미국필라델피아AI반도체나스닥,497570,3279,ETF
칩스앤미디어,094360,3275,코스닥
한국철강,104700,3262,유가증권
KODEX ESG종합채권(A-이상)액티브,439860,3248,ETF
지노믹트리,228760,3240,코스닥
유진투자증권,001200,3235,유가증권
한투 KIS CD금리투자 ETN,570090,3234,ETN
ACE 글로벌반도체TOP4 Plus SOLACTIVE,446770,3233,ETF
KODEX 미국배당다우존스,489250,3221,ETF
대아티아이,045390,3221,코스닥
토모큐브,475960,3220,코스닥
넵튠,217270,3194,코스닥
SIMPAC,009160,3186,유가증권
DB증권,016610,3171,유가증권
에스티아이,039440,3139,코스닥
삼목에스폼,018310,3131,코스닥
킵스파마,256940,3127,코스닥
중앙첨단소재,051980,3125,코스닥
KIWOOM 머니마켓액티브,476450,3121,ETF
INVENI,015360,3108,유가증권
에이직랜드,445090,3104,코스닥
CJ프레시웨이,051500,3098,코스닥
넥센,005720,3095,유가증권
아세아제지,002310,3093,유가증권
두산2우B,000157,3090,유가증권
대원제약,003220,3084,유가증권
월덱스,101160,3083,코스닥
해성디에스,195870,3082,유가증권
백산,035150,3079,유가증권
국도화학,007690,3075,유가증권
TIGER 미국S&P500타겟데일리커버드콜,482730,3074,ETF
KODEX 테슬라커버드콜채권혼합액티브,475080,3072,ETF
한일현대시멘트,006390,3071,유가증권
CMG제약,058820,3061,코스닥
TIGER 미국테크TOP10 INDXX(H),472160,3056,ETF
제이브이엠,054950,3053,코스닥
동신건설,025950,3049,코스닥
피아이이,452450,3045,코스닥
예스티,122640,3037,코스닥
다원시스,068240,3030,코스닥
서연이화,200880,3030,유가증권
한국자산신탁,123890,3029,유가증권
에이스침대,003800,3028,코스닥
바텍,043150,3023,코스닥
듀켐바이오,176750,3022,코스닥
한진,002320,3019,유가증권
에코아이,448280,3016,코스닥
NHN KCP,060250,3016,코스닥
서울가스,017390,3015,유가증권
KG케미칼,001390,3009,유가증권
대화제약,067080,3008,코스닥
가비아,079940,3005,코스닥
프레스티지바이오로직스,334970,2992,코스닥
제닉,123330,2988,코스닥
에이치브이엠,295310,2987,코스닥
신성이엔지,011930,2987,유가증권
JTC,950170,2981,코스닥
한국토지신탁,034830,2979,유가증권
TIMEFOLIO 미국나스닥100액티브,426030,2971,ETF
코난테크놀로지,402030,2970,코스닥
폰드그룹,472850,2956,코스닥
브이엠,089970,2947,코스닥
이리츠코크렙,088260,2939,유가증권
케이씨,029460,2937,유가증권
마녀공장,439090,2933,코스닥
TIGER 조선TOP10,494670,2933,ETF
바이오비쥬,489460,2932,코스닥
한양이엔지,045100,2930,코스닥
KODEX 미국30년국채울트라선물(H),304660,2919,ETF
TIGER 2차전지TOP10,364980,2918,ETF
모토닉,009680,2909,유가증권
매일유업,267980,2906,코스닥
디앤디플랫폼리츠,377190,2904,유가증권
NH투자증권우,005945,2902,유가증권
KG에코솔루션,151860,2899,코스닥
비보존 제약,082800,2896,코스닥
KODEX 단기변동금리부채권액티브,273140,2885,ETF
광동제약,009290,2883,유가증권
클리오,237880,2882,코스닥
롯데이노베이트,286940,2882,유가증권
KODEX 미국달러선물인버스2X,261260,2879,ETF
한국정보통신,025770,2879,코스닥
HLB이노베이션,024850,2867,코스닥
우주일렉트로,065680,2865,코스닥
LS네트웍스,000680,2861,유가증권
제이오,418550,2856,코스닥
KODEX 한국부동산리츠인프라,476800,2853,ETF
에이유브랜즈,481070,2846,코스닥
DB,012030,2843,유가증권
티에프이,425420,2840,코스닥
송원산업,004430,2832,유가증권
필에너지,378340,2830,코스닥
폴라리스오피스,041020,2805,코스닥
RISE 글로벌자산배분액티브,461490,2804,ETF
1Q CD금리액티브(합성),491610,2803,ETF
아주IB투자,027360,2794,코스닥
SK증권,001510,2793,유가증권
RISE KOFR금리액티브(합성),479520,2790,ETF
삼아알미늄,006110,2788,유가증권
에스에이엠티,031330,2785,코스닥
LX하우시스,108670,2780,유가증권
화신,010690,2780,유가증권
신성에스티,416180,2775,코스닥
KPX홀딩스,092230,2771,유가증권
진원생명과학,011000,2768,유가증권
삼영무역,002810,2763,유가증권
오상헬스케어,036220,2758,코스닥
오리엔탈정공,014940,2748,코스닥
슈어소프트테크,298830,2741,코스닥
석경에이티,357550,2738,코스닥
잇츠한불,226320,2735,유가증권
대동,000490,2735,유가증권
부광약품,003000,2735,유가증권
디오,039840,2730,코스닥
SOL 미국배당미국채혼합50,490490,2726,ETF
KODEX 미국나스닥100데일리커버드콜OTM,494300,2725,ETF
아이마켓코리아,122900,2704,유가증권
LG생활건강우,051905,2702,유가증권
SOL 26-12 회사채(AA-이상)액티브,488980,2698,ETF
미래에셋벤처투자,100790,2683,코스닥
씨메스,475400,2670,코스닥
세방,004360,2661,유가증권
툴젠,199800,2661,코스닥
슈프리마,236200,2660,코스닥
KODEX 골드선물(H),132030,2657,ETF
유진기업,023410,2656,코스닥
에치에프알,230240,2654,코스닥
JW홀딩스,096760,2650,유가증권
샘씨엔에스,252990,2648,코스닥
유니슨,018000,2642,코스닥
KODEX 미국종합채권ESG액티브(H),437080,2641,ETF
에스앤디,260970,2638,코스닥
SOL AI반도체소부장,455850,2637,ETF
일성아이에스,003120,2636,유가증권
종근당홀딩스,001630,2625,유가증권
휴스틸,005010,2624,유가증권
더블유씨피,393890,2623,코스닥
상아프론테크,089980,2621,코스닥
뉴로메카,348340,2619,코스닥
자화전자,033240,2617,유가증권
KODEX 200액티브,494890,2615,ETF
인탑스,049070,2614,코스닥
KODEX 25-11 회사채(A+이상)액티브,467940,2613,ETF
에코마케팅,230360,2609,코스닥
화승인더,006060,2608,유가증권
대덕,008060,2606,유가증권
TIGER 중장기국채,302190,2604,ETF
TIGER 미국나스닥100(H),448300,2589,ETF
아이티엠반도체,084850,2586,코스닥
교촌에프앤비,339770,2578,유가증권
큐브엔터,182360,2577,코스닥
흥국화재,000540,2573,유가증권
SOL 미국30년국채커버드콜(합성),473330,2570,ETF
오픈엣지테크놀로지,394280,2568,코스닥
원익머트리얼즈,104830,2566,코스닥
ACE 머니마켓액티브,487340,2564,ETF
비덴트,121800,2563,코스닥
아이티센글로벌,124500,2559,코스닥
PKC,001340,2556,유가증권
에어부산,298690,2554,유가증권
대한제당,001790,2552,유가증권
인선이엔티,060150,2547,코스닥
엠아이텍,179290,2541,코스닥
아이씨티케이,456010,2541,코스닥
KODEX 금융고배당TOP10타겟위클리커버드콜,498410,2530,ETF
한국정보인증,053300,2530,코스닥
삼화콘덴서,001820,2526,유가증권
동국홀딩스,001230,2525,유가증권
AP시스템,265520,2523,코스닥
삼성 인버스 2X 코스닥150 선물 ETN,530107,2518,ETN
삼진제약,005500,2517,유가증권
코오롱ENP,138490,2516,유가증권
앱클론,174900,2515,코스닥
인트로메딕,150840,2515,코스닥
CR홀딩스,000480,2509,유가증권
제이에스링크,127120,2504,코스닥
진성티이씨,036890,2500,코스닥
1Q 단기금융채액티브,463290,2499,ETF
프로텍,053610,2497,코스닥
한솔아이원스,114810,2493,코스닥
LS증권,078020,2483,코스닥
사조산업,007160,2482,유가증권
웹케시,053580,2476,코스닥
KG이니시스,035600,2474,코스닥
KODEX 코스닥150선물인버스,251340,2465,ETF
씨어스테크놀로지,458870,2462,코스닥
GRT,900290,2462,코스닥
일양약품,007570,2460,유가증권
이트론,096040,2456,코스닥
TIGER 글로벌자율주행&전기차SOLACTIVE,394660,2452,ETF
엣지파운드리,105550,2447,코스닥
대한제분,001130,2447,유가증권
제테마,216080,2442,코스닥
TIGER 일본니케이225,241180,2440,ETF
에스오에스랩,464080,2440,코스닥
선진,136490,2428,유가증권
RISE 수소경제테마,367770,2428,ETF
티엑스알로보틱스,484810,2427,코스닥
자람테크놀로지,389020,2426,코스닥
일신방직,003200,2422,유가증권
아미코젠,092040,2421,코스닥
로보스타,090360,2418,코스닥
이지스밸류플러스리츠,334890,2413,유가증권
이지홀딩스,035810,2410,코스닥
온코닉테라퓨틱스,476060,2410,코스닥
뷰노,338220,2408,코스닥
SOL 미국배당다우존스(H),452360,2406,ETF
이스트소프트,047560,2405,코스닥
KH바텍,060720,2401,코스닥
네오팜,092730,2395,코스닥
미래에셋 레버리지 원유선물혼합 ETN(H),520009,2388,ETN
토비스,051360,2386,코스닥
HDC랩스,039570,2386,유가증권
코리아써키트,007810,2379,유가증권
한중엔시에스,107640,2373,코스닥
한화갤러리아,452260,2369,유가증권
해성산업,034810,2367,코스닥
미래나노텍,095500,2366,코스닥
삼일제약,000520,2364,유가증권
시너지이노베이션,048870,2361,코스닥
ACE 국고채10년,365780,2358,ETF
노루홀딩스,000320,2353,유가증권
TIGER 글로벌AI액티브,466950,2341,ETF
KODEX 미국서학개미,473460,2341,ETF
모두투어,080160,2334,코스닥
콘텐트리중앙,036420,2321,유가증권
동방메디컬,240550,2321,코스닥
인터로조,119610,2321,코스닥
TIGER 화장품,228790,2318,ETF
한농화성,011500,2317,유가증권
디아이티,110990,2317,코스닥
아스트,067390,2316,코스닥
동원개발,013120,2316,코스닥
다날,064260,2313,코스닥
엑스게이트,356680,2312,코스닥
SK시그넷,260870,2306,코넥스
SG,255220,2306,코스닥
대원강업,000430,2306,유가증권
TIGER 반도체,091230,2305,ETF
TIGER 헬스케어,143860,2301,ETF
티씨머티리얼즈,125020,2300,코스닥
골프존홀딩스,121440,2300,코스닥
BYC,001460,2299,유가증권
모트렉스,118990,2295,코스닥
KODEX AI반도체,395160,2294,ETF
ACE 베트남VN30(합성),245710,2287,ETF
ACE 엔비디아밸류체인액티브,483320,2278,ETF
와이씨켐,112290,2275,코스닥
한국화장품제조,003350,2275,유가증권
KSS해운,044450,2274,유가증권
엑세스바이오,950130,2271,코스닥
쿠콘,294570,2266,코스닥
박셀바이오,323990,2265,코스닥
원일티엔아이,136150,2263,코스닥
안트로젠,065660,2261,코스닥
제넥신,095700,2259,코스닥
에스바이오메딕스,304360,2259,코스닥
휴림로봇,090710,2254,코스닥
KODEX TRF3070,329650,2252,ETF
아이스크림미디어,461300,2244,코스닥
TYM,002900,2244,유가증권
일진홀딩스,015860,2243,유가증권
스카이라이프,053210,2243,유가증권
서연,007860,2240,유가증권
광주신세계,037710,2240,유가증권
HS효성,487570,2239,유가증권
KIWOOM 인도Nifty50(합성),200250,2234,ETF
무학,033920,2232,유가증권
도화엔지니어링,002150,2229,유가증권
풍원정밀,371950,2226,코스닥
오가노이드사이언스,476040,2224,코스닥
KODEX 장기종합채권(AA-이상)액티브,363570,2223,ETF
서흥,008490,2222,유가증권
KPX케미칼,025000,2219,유가증권
국전약품,307750,2216,코스닥
셀비온,308430,2212,코스닥
위지윅스튜디오,299900,2210,코스닥
유니테스트,086390,2209,코스닥
동양철관,008970,2208,유가증권
우양에이치씨,101970,2207,코스닥
윤성에프앤씨,372170,2206,코스닥
세경하이테크,148150,2195,코스닥
환인제약,016580,2191,유가증권
RISE 비메모리반도체액티브,388420,2191,ETF
KODEX TDF2050액티브,434060,2188,ETF
다올투자증권,030210,2187,유가증권
포스코스틸리온,058430,2187,유가증권
ACE 미국나스닥100채권혼합액티브,438100,2184,ETF
삼영전자,005680,2182,유가증권
압타바이오,293780,2180,코스닥
삼성 레버리지 천연가스 선물 ETN C,530111,2180,ETN
포바이포,389140,2180,코스닥
성신양회,004980,2177,유가증권
휴마시스,205470,2174,코스닥
알루코,001780,2174,유가증권
HANARO Fn K-반도체,395270,2172,ETF
탑머티리얼,360070,2170,코스닥
TIGER 26-04 회사채(A+이상)액티브,0001S0,2170,ETF
아나패스,123860,2164,코스닥
로체시스템즈,071280,2163,코스닥
케이티알파,036030,2162,코스닥
푸른소나무,057880,2161,코스닥
하이비젼시스템,126700,2158,코스닥
GS글로벌,001250,2154,유가증권
토니모리,214420,2148,유가증권
TIGER 미국투자등급회사채액티브(H),458260,2147,ETF
SOL 200TR,295040,2145,ETF
티로보틱스,117730,2143,코스닥
대원전선,006340,2141,유가증권
대성에너지,117580,2140,유가증권
RISE 200TR,361580,2135,ETF
매커스,093520,2134,코스닥
디지털대성,068930,2134,코스닥
펨트론,168360,2131,코스닥
하이트진로홀딩스,000140,2128,유가증권
피에이치에이,043370,2125,코스닥
뉴파워프라즈마,144960,2123,코스닥
잉글우드랩,950140,2122,코스닥
소룩스,290690,2119,코스닥
서호전기,065710,2112,코스닥
동아지질,028100,2109,유가증권
제일일렉트릭,199820,2106,코스닥
KODEX 미국머니마켓액티브,0048J0,2103,ETF
ACE 미국달러SOFR금리(합성),456880,2097,ETF
뷰웍스,100120,2096,코스닥
KODEX 미국나스닥100레버리지(합성 H),409820,2094,ETF
삼익THK,004380,2092,유가증권
씨에스베어링,297090,2092,코스닥
쓰리빌리언,394800,2084,코스닥
하나제약,293480,2078,유가증권
폴라리스AI,039980,2072,코스닥
모나용평,070960,2070,유가증권
TIGER 미국테크TOP10채권혼합,472170,2066,ETF
에이프로젠,007460,2064,유가증권
경방,000050,2062,유가증권
에브리봇,270660,2062,코스닥
미래반도체,254490,2059,코스닥
RISE ESG사회책임투자,290130,2055,ETF
코람코더원리츠,417310,2044,유가증권
한국캐피탈,023760,2042,코스닥
랩지노믹스,084650,2042,코스닥
한솔제지,213500,2037,유가증권
해태제과식품,101530,2035,유가증권
이월드,084680,2034,유가증권
동성케미컬,102260,2032,유가증권
디앤씨미디어,263720,2029,코스닥
아티스트컴퍼니,321820,2027,코스닥
이연제약,102460,2026,유가증권
그래디언트,035080,2020,코스닥
나이스정보통신,036800,2020,코스닥
신한서부티엔디리츠,404990,2020,유가증권
삼양패키징,272550,2018,유가증권
동국산업,005160,2012,코스닥
비츠로테크,042370,2007,코스닥
한국알콜,017890,2005,코스닥
WON 한국부동산TOP3플러스,480460,2000,ETF
한양증권,001750,1998,유가증권
대양전기공업,108380,1995,코스닥
ACE 26-06 회사채(AA-이상)액티브,461270,1993,ETF
와이지-원,019210,1991,코스닥
